onboarding_task_id,employee_id,task_name,task_category,current_stage,task_status,due_date,completed_date,completion_percentage
ONB01817,10201,Role-Specific Training,Role-specific,Enablement,Complete,2016-06-26,2016-06-24,100.0
ONB01818,10201,Department Process Training,Role-specific,Enablement,In Progress,2016-06-21,,50.0
ONB01819,10201,Tool Access Verification,IT,Enablement,Blocked,2016-06-16,,13.0
ONB01820,10201,First Week Check-in,Manager,Enablement,Complete,2016-06-16,2016-06-19,100.0
ONB01821,10201,30-Day Onboarding Review,Manager,Productive,Complete,2016-07-06,2016-06-30,100.0
ONB01822,10214,Complete HR Documentation,HR,Preboarding,Complete,2015-06-08,2015-06-09,100.0
ONB01823,10214,Submit Required Identification,HR,Preboarding,Complete,2015-06-07,2015-06-06,100.0
ONB01824,10214,Complete New Hire Orientation,HR,Orientation,Complete,2015-06-12,2015-06-13,100.0
ONB01825,10214,Manager Introduction,Manager,Orientation,In Progress,2015-06-10,,79.0
ONB01826,10214,Laptop Provisioning,IT,Setup,Complete,2015-06-12,2015-06-08,100.0
ONB01827,10214,Network Account Setup,IT,Setup,Complete,2015-06-10,2015-06-13,100.0
ONB01828,10214,Email and Collaboration Access,IT,Setup,Blocked,2015-06-10,,0.0
ONB01829,10214,Security Awareness Training,Compliance,Enablement,Complete,2015-06-17,2015-06-12,100.0
ONB01830,10214,Company Policy Training,Compliance,Enablement,In Progress,2015-06-15,,25.0
ONB01831,10214,Role-Specific Training,Role-specific,Enablement,Complete,2015-06-25,2015-06-24,100.0
ONB01832,10214,Department Process Training,Role-specific,Enablement,Complete,2015-06-20,2015-06-20,100.0
ONB01833,10214,Tool Access Verification,IT,Enablement,Blocked,2015-06-15,,68.0
ONB01834,10214,First Week Check-in,Manager,Enablement,Complete,2015-06-15,2015-06-13,100.0
ONB01835,10214,30-Day Onboarding Review,Manager,Productive,Complete,2015-07-05,2015-07-03,100.0
ONB01836,10160,Complete HR Documentation,HR,Preboarding,Complete,2011-02-24,2011-02-25,100.0
ONB01837,10160,Submit Required Identification,HR,Preboarding,Complete,2011-02-23,2011-02-23,100.0
ONB01838,10160,Complete New Hire Orientation,HR,Orientation,Complete,2011-02-28,2011-03-02,100.0
ONB01839,10160,Manager Introduction,Manager,Orientation,Complete,2011-02-26,2011-02-26,100.0
ONB01840,10160,Laptop Provisioning,IT,Setup,Complete,2011-02-28,2011-03-03,100.0
ONB01841,10160,Network Account Setup,IT,Setup,Not Started,2011-02-26,,0.0
ONB01842,10160,Email and Collaboration Access,IT,Setup,Not Started,2011-02-26,,0.0
ONB01843,10160,Security Awareness Training,Compliance,Enablement,Overdue,2011-03-05,,81.0
ONB01844,10160,Company Policy Training,Compliance,Enablement,Complete,2011-03-03,2011-03-04,100.0
ONB01845,10160,Role-Specific Training,Role-specific,Enablement,Complete,2011-03-13,2011-02-27,100.0
ONB01846,10160,Department Process Training,Role-specific,Enablement,In Progress,2011-03-08,,59.0
ONB01847,10160,Tool Access Verification,IT,Enablement,Complete,2011-03-03,2011-03-02,100.0
ONB01848,10160,First Week Check-in,Manager,Enablement,Complete,2011-03-03,2011-03-05,100.0
ONB01849,10160,30-Day Onboarding Review,Manager,Productive,Complete,2011-03-23,2011-03-24,100.0
ONB01850,10289,Complete HR Documentation,HR,Preboarding,Complete,2011-02-24,2011-02-24,100.0
ONB01851,10289,Submit Required Identification,HR,Preboarding,Complete,2011-02-23,2011-02-23,100.0
ONB01852,10289,Complete New Hire Orientation,HR,Orientation,Complete,2011-02-28,2011-03-02,100.0
ONB01853,10289,Manager Introduction,Manager,Orientation,Complete,2011-02-26,2011-03-01,100.0
ONB01854,10289,Laptop Provisioning,IT,Setup,Complete,2011-02-28,2011-02-22,100.0
ONB01855,10289,Network Account Setup,IT,Setup,Complete,2011-02-26,2011-02-27,100.0
ONB01856,10289,Email and Collaboration Access,IT,Setup,In Progress,2011-02-26,,72.0
ONB01857,10289,Security Awareness Training,Compliance,Enablement,Complete,2011-03-05,2011-03-05,100.0
ONB01858,10289,Company Policy Training,Compliance,Enablement,Complete,2011-03-03,2011-03-02,100.0
ONB01859,10289,Role-Specific Training,Role-specific,Enablement,Complete,2011-03-13,2011-03-04,100.0
ONB01860,10289,Department Process Training,Role-specific,Enablement,Complete,2011-03-08,2011-03-10,100.0
ONB01861,10289,Tool Access Verification,IT,Enablement,Blocked,2011-03-03,,33.0
ONB01862,10289,First Week Check-in,Manager,Enablement,Complete,2011-03-03,2011-02-28,100.0
ONB01863,10289,30-Day Onboarding Review,Manager,Productive,Complete,2011-03-23,2011-03-18,100.0
ONB01864,10139,Complete HR Documentation,HR,Preboarding,Complete,2013-08-22,2013-08-22,100.0
ONB01865,10139,Submit Required Identification,HR,Preboarding,Blocked,2013-08-21,,34.0
ONB01866,10139,Complete New Hire Orientation,HR,Orientation,Complete,2013-08-26,2013-08-28,100.0
ONB01867,10139,Manager Introduction,Manager,Orientation,Complete,2013-08-24,2013-08-21,100.0
ONB01868,10139,Laptop Provisioning,IT,Setup,Complete,2013-08-26,2013-08-25,100.0
ONB01869,10139,Network Account Setup,IT,Setup,In Progress,2013-08-24,,91.0
ONB01870,10139,Email and Collaboration Access,IT,Setup,Overdue,2013-08-24,,45.0
ONB01871,10139,Security Awareness Training,Compliance,Enablement,Complete,2013-08-31,2013-08-27,100.0
ONB01872,10139,Company Policy Training,Compliance,Enablement,Complete,2013-08-29,2013-08-27,100.0
ONB01873,10139,Role-Specific Training,Role-specific,Enablement,Complete,2013-09-08,2013-08-25,100.0
ONB01874,10139,Department Process Training,Role-specific,Enablement,Complete,2013-09-03,2013-09-05,100.0
ONB01875,10139,Tool Access Verification,IT,Enablement,Not Started,2013-08-29,,0.0
ONB01876,10139,First Week Check-in,Manager,Enablement,In Progress,2013-08-29,,78.0
ONB01877,10139,30-Day Onboarding Review,Manager,Productive,Complete,2013-09-18,2013-09-20,100.0
ONB01878,10227,Complete HR Documentation,HR,Preboarding,Complete,2012-11-08,2012-11-06,100.0
ONB01879,10227,Submit Required Identification,HR,Preboarding,Complete,2012-11-07,2012-11-09,100.0
ONB01880,10227,Complete New Hire Orientation,HR,Orientation,Complete,2012-11-12,2012-11-14,100.0
ONB01881,10227,Manager Introduction,Manager,Orientation,Complete,2012-11-10,2012-11-09,100.0
ONB01882,10227,Laptop Provisioning,IT,Setup,Complete,2012-11-12,2012-11-07,100.0
ONB01883,10227,Network Account Setup,IT,Setup,Complete,2012-11-10,2012-11-12,100.0
ONB01884,10227,Email and Collaboration Access,IT,Setup,In Progress,2012-11-10,,27.0
ONB01885,10227,Security Awareness Training,Compliance,Enablement,In Progress,2012-11-17,,20.0
ONB01886,10227,Company Policy Training,Compliance,Enablement,In Progress,2012-11-15,,65.0
ONB01887,10227,Role-Specific Training,Role-specific,Enablement,In Progress,2012-11-25,,47.0
ONB01888,10227,Department Process Training,Role-specific,Enablement,Overdue,2012-11-20,,81.0
ONB01889,10227,Tool Access Verification,IT,Enablement,Complete,2012-11-15,2012-11-16,100.0
ONB01890,10227,First Week Check-in,Manager,Enablement,Complete,2012-11-15,2012-11-16,100.0
ONB01891,10227,30-Day Onboarding Review,Manager,Productive,Complete,2012-12-05,2012-12-05,100.0
ONB01892,10236,Complete HR Documentation,HR,Preboarding,Complete,2013-10-03,2013-10-01,100.0
ONB01893,10236,Submit Required Identification,HR,Preboarding,Complete,2013-10-02,2013-10-04,100.0
ONB01894,10236,Complete New Hire Orientation,HR,Orientation,Complete,2013-10-07,2013-10-05,100.0
ONB01895,10236,Manager Introduction,Manager,Orientation,Blocked,2013-10-05,,75.0
ONB01896,10236,Laptop Provisioning,IT,Setup,Blocked,2013-10-07,,23.0
ONB01897,10236,Network Account Setup,IT,Setup,Complete,2013-10-05,2013-10-08,100.0
ONB01898,10236,Email and Collaboration Access,IT,Setup,Complete,2013-10-05,2013-10-03,100.0
ONB01899,10236,Security Awareness Training,Compliance,Enablement,Complete,2013-10-12,2013-10-04,100.0
ONB01900,10236,Company Policy Training,Compliance,Enablement,Complete,2013-10-10,2013-10-07,100.0
ONB01901,10236,Role-Specific Training,Role-specific,Enablement,Complete,2013-10-20,2013-10-22,100.0
ONB01902,10236,Department Process Training,Role-specific,Enablement,Complete,2013-10-15,2013-10-08,100.0
ONB01903,10236,Tool Access Verification,IT,Enablement,Complete,2013-10-10,2013-10-05,100.0
ONB01904,10236,First Week Check-in,Manager,Enablement,Complete,2013-10-10,2013-10-08,100.0
ONB01905,10236,30-Day Onboarding Review,Manager,Productive,Complete,2013-10-30,2013-10-29,100.0
ONB01906,10009,Complete HR Documentation,HR,Preboarding,Blocked,2011-07-08,,69.0
ONB01907,10009,Submit Required Identification,HR,Preboarding,Complete,2011-07-07,2011-07-08,100.0
ONB01908,10009,Complete New Hire Orientation,HR,Orientation,Complete,2011-07-12,2011-07-09,100.0
ONB01909,10009,Manager Introduction,Manager,Orientation,Complete,2011-07-10,2011-07-07,100.0
ONB01910,10009,Laptop Provisioning,IT,Setup,Not Started,2011-07-12,,0.0
ONB01911,10009,Network Account Setup,IT,Setup,Complete,2011-07-10,2011-07-07,100.0
ONB01912,10009,Email and Collaboration Access,IT,Setup,Complete,2011-07-10,2011-07-08,100.0
ONB01913,10009,Security Awareness Training,Compliance,Enablement,In Progress,2011-07-17,,47.0
ONB01914,10009,Company Policy Training,Compliance,Enablement,Complete,2011-07-15,2011-07-15,100.0
ONB01915,10009,Role-Specific Training,Role-specific,Enablement,Blocked,2011-07-25,,15.0
ONB01916,10009,Department Process Training,Role-specific,Enablement,Complete,2011-07-20,2011-07-19,100.0
ONB01917,10009,Tool Access Verification,IT,Enablement,Complete,2011-07-15,2011-07-10,100.0
ONB01918,10009,First Week Check-in,Manager,Enablement,Not Started,2011-07-15,,0.0
ONB01919,10009,30-Day Onboarding Review,Manager,Productive,Complete,2011-08-04,2011-07-26,100.0
ONB01920,10060,Complete HR Documentation,HR,Preboarding,Complete,2014-01-09,2014-01-08,100.0
ONB01921,10060,Submit Required Identification,HR,Preboarding,In Progress,2014-01-08,,20.0
ONB01922,10060,Complete New Hire Orientation,HR,Orientation,Complete,2014-01-13,2014-01-09,100.0
ONB01923,10060,Manager Introduction,Manager,Orientation,Complete,2014-01-11,2014-01-13,100.0
ONB01924,10060,Laptop Provisioning,IT,Setup,Complete,2014-01-13,2014-01-14,100.0
ONB01925,10060,Network Account Setup,IT,Setup,In Progress,2014-01-11,,17.0
ONB01926,10060,Email and Collaboration Access,IT,Setup,Complete,2014-01-11,2014-01-10,100.0
ONB01927,10060,Security Awareness Training,Compliance,Enablement,In Progress,2014-01-18,,19.0
ONB01928,10060,Company Policy Training,Compliance,Enablement,Complete,2014-01-16,2014-01-10,100.0
ONB01929,10060,Role-Specific Training,Role-specific,Enablement,Complete,2014-01-26,2014-01-18,100.0
ONB01930,10060,Department Process Training,Role-specific,Enablement,Blocked,2014-01-21,,57.0
ONB01931,10060,Tool Access Verification,IT,Enablement,Complete,2014-01-16,2014-01-12,100.0
ONB01932,10060,First Week Check-in,Manager,Enablement,Complete,2014-01-16,2014-01-15,100.0
ONB01933,10060,30-Day Onboarding Review,Manager,Productive,Complete,2014-02-05,2014-01-28,100.0
ONB01934,10034,Complete HR Documentation,HR,Preboarding,Complete,2011-11-10,2011-11-09,100.0
ONB01935,10034,Submit Required Identification,HR,Preboarding,Complete,2011-11-09,2011-11-08,100.0
ONB01936,10034,Complete New Hire Orientation,HR,Orientation,In Progress,2011-11-14,,15.0
ONB01937,10034,Manager Introduction,Manager,Orientation,Complete,2011-11-12,2011-11-09,100.0
ONB01938,10034,Laptop Provisioning,IT,Setup,Complete,2011-11-14,2011-11-08,100.0
ONB01939,10034,Email and Collaboration Access,IT,Setup,Complete,2011-11-12,2011-11-09,100.0
ONB01940,10034,Security Awareness Training,Compliance,Enablement,Complete,2011-11-19,2011-11-14,100.0
ONB01941,10034,Company Policy Training,Compliance,Enablement,Complete,2011-11-17,2011-11-20,100.0
ONB01942,10034,Role-Specific Training,Role-specific,Enablement,Complete,2011-11-27,2011-11-25,100.0
ONB01943,10034,Tool Access Verification,IT,Enablement,Complete,2011-11-17,2011-11-10,100.0
ONB01944,10034,30-Day Onboarding Review,Manager,Productive,Complete,2011-12-07,2011-12-08,100.0
ONB01945,10156,Complete HR Documentation,HR,Preboarding,Complete,2015-01-08,2015-01-08,100.0
ONB01946,10156,Submit Required Identification,HR,Preboarding,Complete,2015-01-07,2015-01-08,100.0
ONB01947,10156,Complete New Hire Orientation,HR,Orientation,Complete,2015-01-12,2015-01-06,100.0
ONB01948,10156,Manager Introduction,Manager,Orientation,Complete,2015-01-10,2015-01-11,100.0
ONB01949,10156,Laptop Provisioning,IT,Setup,Complete,2015-01-12,2015-01-14,100.0
ONB01950,10156,Network Account Setup,IT,Setup,Complete,2015-01-10,2015-01-13,100.0
ONB01951,10156,Email and Collaboration Access,IT,Setup,Complete,2015-01-10,2015-01-11,100.0
ONB01952,10156,Security Awareness Training,Compliance,Enablement,Complete,2015-01-17,2015-01-16,100.0
ONB01953,10156,Company Policy Training,Compliance,Enablement,Complete,2015-01-15,2015-01-10,100.0
ONB01954,10156,Role-Specific Training,Role-specific,Enablement,Complete,2015-01-25,2015-01-26,100.0
ONB01955,10156,Department Process Training,Role-specific,Enablement,Blocked,2015-01-20,,55.0
ONB01956,10156,Tool Access Verification,IT,Enablement,In Progress,2015-01-15,,92.0
ONB01957,10156,First Week Check-in,Manager,Enablement,In Progress,2015-01-15,,95.0
ONB01958,10156,30-Day Onboarding Review,Manager,Productive,Blocked,2015-02-04,,68.0
ONB01959,10036,Complete HR Documentation,HR,Preboarding,In Progress,2014-07-10,,82.0
ONB01960,10036,Submit Required Identification,HR,Preboarding,Overdue,2014-07-09,,53.0
ONB01961,10036,Complete New Hire Orientation,HR,Orientation,Complete,2014-07-14,2014-07-12,100.0
ONB01962,10036,Manager Introduction,Manager,Orientation,Complete,2014-07-12,2014-07-13,100.0
ONB01963,10036,Laptop Provisioning,IT,Setup,Complete,2014-07-14,2014-07-16,100.0
ONB01964,10036,Network Account Setup,IT,Setup,In Progress,2014-07-12,,78.0
ONB01965,10036,Email and Collaboration Access,IT,Setup,Not Started,2014-07-12,,0.0
ONB01966,10036,Security Awareness Training,Compliance,Enablement,Complete,2014-07-19,2014-07-20,100.0
ONB01967,10036,Company Policy Training,Compliance,Enablement,Complete,2014-07-17,2014-07-10,100.0
ONB01968,10036,Role-Specific Training,Role-specific,Enablement,Overdue,2014-07-27,,68.0
ONB01969,10036,Department Process Training,Role-specific,Enablement,Blocked,2014-07-22,,34.0
ONB01970,10036,Tool Access Verification,IT,Enablement,Complete,2014-07-17,2014-07-16,100.0
ONB01971,10036,First Week Check-in,Manager,Enablement,Complete,2014-07-17,2014-07-18,100.0
ONB01972,10036,30-Day Onboarding Review,Manager,Productive,Complete,2014-08-06,2014-08-09,100.0
ONB01973,10138,Complete HR Documentation,HR,Preboarding,In Progress,2011-01-13,,79.0
ONB01974,10138,Submit Required Identification,HR,Preboarding,Complete,2011-01-12,2011-01-12,100.0
ONB01975,10138,Complete New Hire Orientation,HR,Orientation,Complete,2011-01-17,2011-01-11,100.0
ONB01976,10138,Manager Introduction,Manager,Orientation,Complete,2011-01-15,2011-01-17,100.0
ONB01977,10138,Laptop Provisioning,IT,Setup,Complete,2011-01-17,2011-01-12,100.0
ONB01978,10138,Network Account Setup,IT,Setup,Complete,2011-01-15,2011-01-16,100.0
ONB01979,10138,Email and Collaboration Access,IT,Setup,Blocked,2011-01-15,,57.0
ONB01980,10138,Security Awareness Training,Compliance,Enablement,Complete,2011-01-22,2011-01-17,100.0
ONB01981,10138,Company Policy Training,Compliance,Enablement,Complete,2011-01-20,2011-01-20,100.0
ONB01982,10138,Role-Specific Training,Role-specific,Enablement,Complete,2011-01-30,2011-01-24,100.0
ONB01983,10138,Department Process Training,Role-specific,Enablement,In Progress,2011-01-25,,66.0
ONB01984,10138,Tool Access Verification,IT,Enablement,Complete,2011-01-20,2011-01-18,100.0
ONB01985,10138,First Week Check-in,Manager,Enablement,Complete,2011-01-20,2011-01-17,100.0
ONB01986,10138,30-Day Onboarding Review,Manager,Productive,Overdue,2011-02-09,,25.0
ONB01987,10244,Complete HR Documentation,HR,Preboarding,In Progress,2011-11-10,,37.0
ONB01988,10244,Submit Required Identification,HR,Preboarding,Complete,2011-11-09,2011-11-12,100.0
ONB01989,10244,Complete New Hire Orientation,HR,Orientation,Complete,2011-11-14,2011-11-14,100.0
ONB01990,10244,Manager Introduction,Manager,Orientation,Not Started,2011-11-12,,0.0
ONB01991,10244,Laptop Provisioning,IT,Setup,Complete,2011-11-14,2011-11-17,100.0
ONB01992,10244,Network Account Setup,IT,Setup,Complete,2011-11-12,2011-11-12,100.0
ONB01993,10244,Email and Collaboration Access,IT,Setup,Complete,2011-11-12,2011-11-13,100.0
ONB01994,10244,Security Awareness Training,Compliance,Enablement,Complete,2011-11-19,2011-11-10,100.0
ONB01995,10244,Company Policy Training,Compliance,Enablement,Complete,2011-11-17,2011-11-09,100.0
ONB01996,10244,Role-Specific Training,Role-specific,Enablement,Complete,2011-11-27,2011-11-14,100.0
ONB01997,10244,Department Process Training,Role-specific,Enablement,Complete,2011-11-22,2011-11-21,100.0
ONB01998,10244,Tool Access Verification,IT,Enablement,In Progress,2011-11-17,,67.0
ONB01999,10244,First Week Check-in,Manager,Enablement,Complete,2011-11-17,2011-11-15,100.0
ONB02000,10244,30-Day Onboarding Review,Manager,Productive,Complete,2011-12-07,2011-11-30,100.0
ONB02001,10192,Complete HR Documentation,HR,Preboarding,Complete,2013-10-03,2013-10-01,100.0
ONB02002,10192,Submit Required Identification,HR,Preboarding,Complete,2013-10-02,2013-09-30,100.0
ONB02003,10192,Complete New Hire Orientation,HR,Orientation,Complete,2013-10-07,2013-10-02,100.0
ONB02004,10192,Manager Introduction,Manager,Orientation,Complete,2013-10-05,2013-10-05,100.0
ONB02005,10192,Laptop Provisioning,IT,Setup,In Progress,2013-10-07,,90.0
ONB02006,10192,Network Account Setup,IT,Setup,Complete,2013-10-05,2013-10-07,100.0
ONB02007,10192,Email and Collaboration Access,IT,Setup,Complete,2013-10-05,2013-10-02,100.0
ONB02008,10192,Security Awareness Training,Compliance,Enablement,Complete,2013-10-12,2013-10-12,100.0
ONB02009,10192,Company Policy Training,Compliance,Enablement,Complete,2013-10-10,2013-10-07,100.0
ONB02010,10192,Role-Specific Training,Role-specific,Enablement,Complete,2013-10-20,2013-10-06,100.0
ONB02011,10192,Department Process Training,Role-specific,Enablement,Complete,2013-10-15,2013-10-08,100.0
ONB02012,10192,Tool Access Verification,IT,Enablement,Blocked,2013-10-10,,48.0
ONB02013,10192,First Week Check-in,Manager,Enablement,Complete,2013-10-10,2013-10-11,100.0
ONB02014,10192,30-Day Onboarding Review,Manager,Productive,Complete,2013-10-30,2013-10-27,100.0
ONB02015,10231,Complete HR Documentation,HR,Preboarding,Complete,2013-08-22,2013-08-19,100.0
ONB02016,10231,Submit Required Identification,HR,Preboarding,Complete,2013-08-21,2013-08-19,100.0
ONB02017,10231,Complete New Hire Orientation,HR,Orientation,Overdue,2013-08-26,,29.0
ONB02018,10231,Manager Introduction,Manager,Orientation,Complete,2013-08-24,2013-08-24,100.0
ONB02019,10231,Laptop Provisioning,IT,Setup,Complete,2013-08-26,2013-08-24,100.0
ONB02020,10231,Network Account Setup,IT,Setup,Complete,2013-08-24,2013-08-24,100.0
ONB02021,10231,Email and Collaboration Access,IT,Setup,Complete,2013-08-24,2013-08-23,100.0
ONB02022,10231,Security Awareness Training,Compliance,Enablement,Complete,2013-08-31,2013-08-31,100.0
ONB02023,10231,Company Policy Training,Compliance,Enablement,Complete,2013-08-29,2013-08-29,100.0
ONB02024,10231,Role-Specific Training,Role-specific,Enablement,In Progress,2013-09-08,,50.0
ONB02025,10231,Department Process Training,Role-specific,Enablement,Complete,2013-09-03,2013-08-27,100.0
ONB02026,10231,Tool Access Verification,IT,Enablement,Complete,2013-08-29,2013-08-27,100.0
ONB02027,10231,First Week Check-in,Manager,Enablement,Complete,2013-08-29,2013-08-29,100.0
ONB02028,10231,30-Day Onboarding Review,Manager,Productive,Overdue,2013-09-18,,80.0
ONB02029,10089,Complete HR Documentation,HR,Preboarding,Complete,2012-07-05,2012-07-05,100.0
ONB02030,10089,Submit Required Identification,HR,Preboarding,Complete,2012-07-04,2012-07-02,100.0
ONB02031,10089,Complete New Hire Orientation,HR,Orientation,Complete,2012-07-09,2012-07-05,100.0
ONB02032,10089,Manager Introduction,Manager,Orientation,Complete,2012-07-07,2012-07-10,100.0
ONB02033,10089,Laptop Provisioning,IT,Setup,Complete,2012-07-09,2012-07-06,100.0
ONB02034,10089,Network Account Setup,IT,Setup,Complete,2012-07-07,2012-07-05,100.0
ONB02035,10089,Email and Collaboration Access,IT,Setup,In Progress,2012-07-07,,32.0
ONB02036,10089,Security Awareness Training,Compliance,Enablement,Complete,2012-07-14,2012-07-13,100.0
ONB02037,10089,Company Policy Training,Compliance,Enablement,Complete,2012-07-12,2012-07-12,100.0
ONB02038,10089,Role-Specific Training,Role-specific,Enablement,Complete,2012-07-22,2012-07-22,100.0
ONB02039,10089,Department Process Training,Role-specific,Enablement,Complete,2012-07-17,2012-07-07,100.0
ONB02040,10089,Tool Access Verification,IT,Enablement,Complete,2012-07-12,2012-07-07,100.0
ONB02041,10089,First Week Check-in,Manager,Enablement,Complete,2012-07-12,2012-07-15,100.0
ONB02042,10089,30-Day Onboarding Review,Manager,Productive,Complete,2012-08-01,2012-07-22,100.0
ONB02043,10166,Complete HR Documentation,HR,Preboarding,Complete,2011-09-29,2011-09-27,100.0
ONB02044,10166,Submit Required Identification,HR,Preboarding,Complete,2011-09-28,2011-10-01,100.0
ONB02045,10166,Complete New Hire Orientation,HR,Orientation,Complete,2011-10-03,2011-09-29,100.0
ONB02046,10166,Manager Introduction,Manager,Orientation,Complete,2011-10-01,2011-10-01,100.0
ONB02047,10166,Laptop Provisioning,IT,Setup,Complete,2011-10-03,2011-10-06,100.0
ONB02048,10166,Network Account Setup,IT,Setup,Complete,2011-10-01,2011-09-28,100.0
ONB02049,10166,Email and Collaboration Access,IT,Setup,Complete,2011-10-01,2011-10-04,100.0
ONB02050,10166,Security Awareness Training,Compliance,Enablement,Complete,2011-10-08,2011-10-03,100.0
ONB02051,10166,Company Policy Training,Compliance,Enablement,Overdue,2011-10-06,,65.0
ONB02052,10166,Role-Specific Training,Role-specific,Enablement,Complete,2011-10-16,2011-10-17,100.0
ONB02053,10166,Department Process Training,Role-specific,Enablement,Not Started,2011-10-11,,0.0
ONB02054,10166,Tool Access Verification,IT,Enablement,Complete,2011-10-06,2011-10-04,100.0
ONB02055,10166,First Week Check-in,Manager,Enablement,Not Started,2011-10-06,,0.0
ONB02056,10166,30-Day Onboarding Review,Manager,Productive,Blocked,2011-10-26,,63.0
ONB02057,10170,Complete HR Documentation,HR,Preboarding,Complete,2011-09-29,2011-10-02,100.0
ONB02058,10170,Submit Required Identification,HR,Preboarding,Complete,2011-09-28,2011-09-28,100.0
ONB02059,10170,Complete New Hire Orientation,HR,Orientation,Complete,2011-10-03,2011-10-02,100.0
ONB02060,10170,Manager Introduction,Manager,Orientation,Overdue,2011-10-01,,86.0
ONB02061,10170,Laptop Provisioning,IT,Setup,Complete,2011-10-03,2011-10-03,100.0
ONB02062,10170,Network Account Setup,IT,Setup,Complete,2011-10-01,2011-10-03,100.0
ONB02063,10170,Email and Collaboration Access,IT,Setup,Complete,2011-10-01,2011-09-28,100.0
ONB02064,10170,Security Awareness Training,Compliance,Enablement,Complete,2011-10-08,2011-10-08,100.0
ONB02065,10170,Company Policy Training,Compliance,Enablement,Complete,2011-10-06,2011-10-07,100.0
ONB02066,10170,Role-Specific Training,Role-specific,Enablement,Complete,2011-10-16,2011-10-02,100.0
ONB02067,10170,Department Process Training,Role-specific,Enablement,Complete,2011-10-11,2011-10-06,100.0
ONB02068,10170,Tool Access Verification,IT,Enablement,In Progress,2011-10-06,,52.0
ONB02069,10170,First Week Check-in,Manager,Enablement,Complete,2011-10-06,2011-10-08,100.0
ONB02070,10170,30-Day Onboarding Review,Manager,Productive,In Progress,2011-10-26,,27.0
ONB02071,10208,Complete HR Documentation,HR,Preboarding,Blocked,2014-02-20,,38.0
ONB02072,10208,Submit Required Identification,HR,Preboarding,Complete,2014-02-19,2014-02-20,100.0
ONB02073,10208,Complete New Hire Orientation,HR,Orientation,Complete,2014-02-24,2014-02-21,100.0
ONB02074,10208,Manager Introduction,Manager,Orientation,Complete,2014-02-22,2014-02-25,100.0
ONB02075,10208,Laptop Provisioning,IT,Setup,Complete,2014-02-24,2014-02-23,100.0
ONB02076,10208,Network Account Setup,IT,Setup,Complete,2014-02-22,2014-02-21,100.0
ONB02077,10208,Email and Collaboration Access,IT,Setup,Blocked,2014-02-22,,16.0
ONB02078,10208,Security Awareness Training,Compliance,Enablement,Complete,2014-03-01,2014-02-23,100.0
ONB02079,10208,Company Policy Training,Compliance,Enablement,Complete,2014-02-27,2014-03-02,100.0
ONB02080,10208,Role-Specific Training,Role-specific,Enablement,Complete,2014-03-09,2014-02-26,100.0
ONB02081,10208,Department Process Training,Role-specific,Enablement,In Progress,2014-03-04,,58.0
ONB02082,10208,Tool Access Verification,IT,Enablement,Complete,2014-02-27,2014-02-21,100.0
ONB02083,10208,First Week Check-in,Manager,Enablement,Complete,2014-02-27,2014-03-02,100.0
ONB02084,10208,30-Day Onboarding Review,Manager,Productive,Complete,2014-03-19,2014-03-12,100.0
ONB02085,10176,Complete HR Documentation,HR,Preboarding,Complete,2011-01-13,2011-01-10,100.0
ONB02086,10176,Submit Required Identification,HR,Preboarding,Not Started,2011-01-12,,0.0
ONB02087,10176,Complete New Hire Orientation,HR,Orientation,Overdue,2011-01-17,,60.0
ONB02088,10176,Manager Introduction,Manager,Orientation,Complete,2011-01-15,2011-01-11,100.0
ONB02089,10176,Laptop Provisioning,IT,Setup,Complete,2011-01-17,2011-01-16,100.0
ONB02090,10176,Network Account Setup,IT,Setup,Complete,2011-01-15,2011-01-12,100.0
ONB02091,10176,Email and Collaboration Access,IT,Setup,Complete,2011-01-15,2011-01-18,100.0
ONB02092,10176,Security Awareness Training,Compliance,Enablement,Complete,2011-01-22,2011-01-17,100.0
ONB02093,10176,Company Policy Training,Compliance,Enablement,Complete,2011-01-20,2011-01-19,100.0
ONB02094,10176,Department Process Training,Role-specific,Enablement,Complete,2011-01-25,2011-01-17,100.0
ONB02095,10176,Tool Access Verification,IT,Enablement,Complete,2011-01-20,2011-01-19,100.0
ONB02096,10176,30-Day Onboarding Review,Manager,Productive,Complete,2011-02-09,2011-02-12,100.0
ONB02097,10165,Complete HR Documentation,HR,Preboarding,Complete,2011-03-10,2011-03-11,100.0
ONB02098,10165,Submit Required Identification,HR,Preboarding,Complete,2011-03-09,2011-03-07,100.0
ONB02099,10165,Complete New Hire Orientation,HR,Orientation,Complete,2011-03-14,2011-03-14,100.0
ONB02100,10165,Manager Introduction,Manager,Orientation,Complete,2011-03-12,2011-03-09,100.0
ONB02101,10165,Laptop Provisioning,IT,Setup,Complete,2011-03-14,2011-03-11,100.0
ONB02102,10165,Network Account Setup,IT,Setup,Complete,2011-03-12,2011-03-08,100.0
ONB02103,10165,Email and Collaboration Access,IT,Setup,Complete,2011-03-12,2011-03-09,100.0
ONB02104,10165,Security Awareness Training,Compliance,Enablement,Complete,2011-03-19,2011-03-13,100.0
ONB02105,10165,Company Policy Training,Compliance,Enablement,Complete,2011-03-17,2011-03-14,100.0
ONB02106,10165,Role-Specific Training,Role-specific,Enablement,Complete,2011-03-27,2011-03-16,100.0
ONB02107,10165,Department Process Training,Role-specific,Enablement,Not Started,2011-03-22,,0.0
