learning_record_id,employee_id,course_name,course_type,assigned_date,completed_date,assessment_score,completion_time_hours,course_status
LRN01484,10036,Company Orientation,Orientation,2014-07-07,,,,In Progress
LRN01485,10036,HR Policies and Benefits,Orientation,2014-07-08,2014-07-17,94.86,2.12,Completed
LRN01486,10036,Communication and Collaboration Tools,Orientation,2014-07-09,2014-07-18,80.06,2.44,Completed
LRN01487,10036,Department Process Training,Role-specific,2014-07-12,,,,Overdue
LRN01488,10036,Role Fundamentals,Role-specific,2014-07-14,2014-07-15,94.63,6.01,Completed
LRN01489,10036,Role Tools and Systems,Role-specific,2014-07-15,2014-07-16,82.08,2.87,Completed
LRN01490,10138,Information Security Awareness,Compliance,2011-01-11,2011-01-23,83.21,2.1,Completed
LRN01491,10138,Data Privacy and Protection,Compliance,2011-01-12,2011-01-19,89.41,1.78,Completed
LRN01492,10138,Code of Conduct,Compliance,2011-01-10,2011-01-11,81.33,1.99,Completed
LRN01493,10138,Workplace Safety,Compliance,2011-01-11,2011-01-16,83.14,2.11,Completed
LRN01494,10138,Company Orientation,Orientation,2011-01-10,2011-01-19,78.75,2.47,Completed
LRN01495,10138,HR Policies and Benefits,Orientation,2011-01-11,2011-01-13,87.98,2.45,Completed
LRN01496,10138,Communication and Collaboration Tools,Orientation,2011-01-12,2011-01-13,88.6,2.34,Completed
LRN01497,10138,Department Process Training,Role-specific,2011-01-15,2011-01-21,83.67,5.79,Completed
LRN01498,10138,Role Fundamentals,Role-specific,2011-01-17,,,,In Progress
LRN01499,10138,Role Tools and Systems,Role-specific,2011-01-18,2011-02-05,93.2,5.23,Completed
LRN01500,10138,Professional Development,Optional,2011-01-25,,66.88,,In Progress
LRN01501,10244,Information Security Awareness,Compliance,2011-11-08,2011-11-10,88.02,2.88,Completed
LRN01502,10244,Data Privacy and Protection,Compliance,2011-11-09,2011-11-18,72.01,2.35,Completed
LRN01503,10244,Code of Conduct,Compliance,2011-11-07,2011-11-10,90.04,1.07,Completed
LRN01504,10244,Workplace Safety,Compliance,2011-11-08,2011-11-12,87.35,2.34,Completed
LRN01505,10244,Company Orientation,Orientation,2011-11-07,2011-11-13,81.63,2.59,Completed
LRN01506,10244,HR Policies and Benefits,Orientation,2011-11-08,2011-11-16,98.85,2.48,Completed
LRN01507,10244,Communication and Collaboration Tools,Orientation,2011-11-09,2011-11-12,78.09,3.03,Completed
LRN01508,10244,Department Process Training,Role-specific,2011-11-12,2011-11-14,87.6,1.88,Completed
LRN01509,10244,Role Fundamentals,Role-specific,2011-11-14,2011-11-29,91.23,5.72,Completed
LRN01510,10244,Role Tools and Systems,Role-specific,2011-11-15,,,,In Progress
LRN01511,10192,Information Security Awareness,Compliance,2013-10-01,,,,Assigned
LRN01512,10192,Data Privacy and Protection,Compliance,2013-10-02,,,,In Progress
LRN01513,10192,Code of Conduct,Compliance,2013-09-30,2013-10-09,86.54,1.03,Completed
LRN01514,10192,Workplace Safety,Compliance,2013-10-01,2013-10-04,86.1,2.79,Completed
LRN01515,10192,Company Orientation,Orientation,2013-09-30,,40.0,,In Progress
LRN01516,10192,HR Policies and Benefits,Orientation,2013-10-01,2013-10-02,95.13,1.65,Completed
LRN01517,10192,Communication and Collaboration Tools,Orientation,2013-10-02,,,,In Progress
LRN01518,10192,Department Process Training,Role-specific,2013-10-05,2013-10-12,82.42,3.66,Completed
LRN01519,10192,Role Fundamentals,Role-specific,2013-10-07,2013-10-21,90.34,5.98,Completed
LRN01520,10192,Role Tools and Systems,Role-specific,2013-10-08,2013-10-12,82.3,3.3,Completed
LRN01521,10192,Professional Development,Optional,2013-10-15,,,,In Progress
LRN01522,10231,Information Security Awareness,Compliance,2013-08-20,2013-08-28,85.86,2.48,Completed
LRN01523,10231,Data Privacy and Protection,Compliance,2013-08-21,2013-09-02,67.14,2.75,Completed
LRN01524,10231,Code of Conduct,Compliance,2013-08-19,2013-08-25,74.98,1.36,Completed
LRN01525,10231,Workplace Safety,Compliance,2013-08-20,2013-08-23,97.76,1.77,Completed
LRN01526,10231,Company Orientation,Orientation,2013-08-19,,,,In Progress
LRN01527,10231,HR Policies and Benefits,Orientation,2013-08-20,,,,In Progress
LRN01528,10231,Communication and Collaboration Tools,Orientation,2013-08-21,,54.84,,In Progress
LRN01529,10231,Department Process Training,Role-specific,2013-08-24,2013-09-09,79.51,2.71,Completed
LRN01530,10231,Role Fundamentals,Role-specific,2013-08-26,,,,Assigned
LRN01531,10231,Role Tools and Systems,Role-specific,2013-08-27,2013-09-16,77.86,5.58,Completed
LRN01532,10231,Professional Development,Optional,2013-09-03,2013-09-20,77.98,3.46,Completed
LRN01533,10089,Data Privacy and Protection,Compliance,2012-07-04,2012-07-07,100.0,1.3,Completed
LRN01534,10089,Code of Conduct,Compliance,2012-07-02,2012-07-06,95.69,1.06,Completed
LRN01535,10089,Workplace Safety,Compliance,2012-07-03,,,,In Progress
LRN01536,10089,Company Orientation,Orientation,2012-07-02,,,,Assigned
LRN01537,10089,HR Policies and Benefits,Orientation,2012-07-03,2012-07-11,91.33,2.2,Completed
LRN01538,10089,Communication and Collaboration Tools,Orientation,2012-07-04,2012-07-09,86.69,2.05,Completed
LRN01539,10089,Department Process Training,Role-specific,2012-07-07,,,,Assigned
LRN01540,10089,Role Fundamentals,Role-specific,2012-07-09,2012-07-19,76.5,6.22,Completed
LRN01541,10089,Role Tools and Systems,Role-specific,2012-07-10,2012-07-11,76.41,3.56,Completed
LRN01542,10089,Professional Development,Optional,2012-07-17,2012-08-09,90.63,5.52,Completed
LRN01543,10166,Information Security Awareness,Compliance,2011-09-27,,65.22,,In Progress
LRN01544,10166,Data Privacy and Protection,Compliance,2011-09-28,2011-10-06,83.21,2.09,Completed
LRN01545,10166,Code of Conduct,Compliance,2011-09-26,2011-10-05,95.43,1.67,Completed
LRN01546,10166,Workplace Safety,Compliance,2011-09-27,2011-10-03,77.18,1.67,Completed
LRN01547,10166,Company Orientation,Orientation,2011-09-26,2011-10-05,90.92,3.13,Completed
LRN01548,10166,HR Policies and Benefits,Orientation,2011-09-27,2011-10-04,82.43,1.17,Completed
LRN01549,10166,Communication and Collaboration Tools,Orientation,2011-09-28,,,,Assigned
LRN01550,10166,Department Process Training,Role-specific,2011-10-01,2011-10-07,100.0,4.99,Completed
LRN01551,10166,Role Fundamentals,Role-specific,2011-10-03,2011-10-17,78.3,5.38,Completed
LRN01552,10166,Role Tools and Systems,Role-specific,2011-10-04,2011-10-22,90.0,4.82,Completed
LRN01553,10166,Professional Development,Optional,2011-10-11,,69.02,,In Progress
LRN01554,10170,Information Security Awareness,Compliance,2011-09-27,,64.63,,In Progress
LRN01555,10170,Data Privacy and Protection,Compliance,2011-09-28,2011-10-11,87.5,1.47,Completed
LRN01556,10170,Code of Conduct,Compliance,2011-09-26,,,,Overdue
LRN01557,10170,Workplace Safety,Compliance,2011-09-27,2011-10-09,88.58,2.6,Completed
LRN01558,10170,Company Orientation,Orientation,2011-09-26,2011-10-05,91.47,2.04,Completed
LRN01559,10170,HR Policies and Benefits,Orientation,2011-09-27,2011-10-04,82.91,1.73,Completed
LRN01560,10170,Communication and Collaboration Tools,Orientation,2011-09-28,2011-10-11,72.63,2.85,Completed
LRN01561,10170,Department Process Training,Role-specific,2011-10-01,2011-10-15,81.83,3.79,Completed
LRN01562,10170,Role Fundamentals,Role-specific,2011-10-03,,,,Assigned
LRN01563,10170,Role Tools and Systems,Role-specific,2011-10-04,2011-10-08,100.0,5.75,Completed
LRN01564,10170,Professional Development,Optional,2011-10-11,2011-10-17,92.75,6.13,Completed
LRN01565,10208,Information Security Awareness,Compliance,2014-02-18,,,,Overdue
LRN01566,10208,Data Privacy and Protection,Compliance,2014-02-19,2014-02-27,100.0,2.03,Completed
LRN01567,10208,Code of Conduct,Compliance,2014-02-17,2014-02-27,78.77,1.3,Completed
LRN01568,10208,Workplace Safety,Compliance,2014-02-18,2014-03-01,88.04,1.8,Completed
LRN01569,10208,Company Orientation,Orientation,2014-02-17,2014-02-23,82.72,1.95,Completed
LRN01570,10208,HR Policies and Benefits,Orientation,2014-02-18,2014-02-28,88.72,1.93,Completed
LRN01571,10208,Communication and Collaboration Tools,Orientation,2014-02-19,2014-02-26,64.09,2.28,Completed
LRN01572,10208,Department Process Training,Role-specific,2014-02-22,,,,In Progress
LRN01573,10208,Role Fundamentals,Role-specific,2014-02-24,,,,In Progress
LRN01574,10208,Role Tools and Systems,Role-specific,2014-02-25,2014-03-05,90.69,4.68,Completed
LRN01575,10176,Information Security Awareness,Compliance,2011-01-11,2011-01-22,89.12,2.64,Completed
LRN01576,10176,Data Privacy and Protection,Compliance,2011-01-12,,52.4,,In Progress
LRN01577,10176,Code of Conduct,Compliance,2011-01-10,,,,In Progress
LRN01578,10176,Workplace Safety,Compliance,2011-01-11,2011-01-14,89.43,2.43,Completed
LRN01579,10176,Company Orientation,Orientation,2011-01-10,,68.5,,In Progress
LRN01580,10176,HR Policies and Benefits,Orientation,2011-01-11,2011-01-18,83.6,1.72,Completed
LRN01581,10176,Communication and Collaboration Tools,Orientation,2011-01-12,2011-01-17,87.88,1.7,Completed
LRN01582,10176,Department Process Training,Role-specific,2011-01-15,2011-01-30,79.48,4.24,Completed
LRN01583,10176,Role Fundamentals,Role-specific,2011-01-17,2011-02-06,75.83,4.31,Completed
LRN01584,10176,Role Tools and Systems,Role-specific,2011-01-18,,,,Assigned
LRN01585,10165,Data Privacy and Protection,Compliance,2011-03-09,2011-03-21,82.79,1.58,Completed
LRN01586,10165,Code of Conduct,Compliance,2011-03-07,,,,Assigned
LRN01587,10165,Workplace Safety,Compliance,2011-03-08,2011-03-22,85.03,1.93,Completed
LRN01588,10165,Company Orientation,Orientation,2011-03-07,2011-03-09,95.29,2.91,Completed
LRN01589,10165,HR Policies and Benefits,Orientation,2011-03-08,2011-03-10,85.58,2.41,Completed
LRN01590,10165,Communication and Collaboration Tools,Orientation,2011-03-09,2011-03-14,79.83,1.67,Completed
LRN01591,10165,Department Process Training,Role-specific,2011-03-12,,,,Overdue
LRN01592,10165,Role Fundamentals,Role-specific,2011-03-14,2011-03-24,79.41,6.45,Completed
LRN01593,10165,Role Tools and Systems,Role-specific,2011-03-15,,,,In Progress
LRN01594,10113,Information Security Awareness,Compliance,2014-11-11,2014-11-19,85.98,3.01,Completed
LRN01595,10113,Data Privacy and Protection,Compliance,2014-11-12,2014-11-23,87.19,2.44,Completed
LRN01596,10113,Code of Conduct,Compliance,2014-11-10,2014-11-17,85.86,1.42,Completed
LRN01597,10113,Workplace Safety,Compliance,2014-11-11,2014-11-12,86.58,2.01,Completed
LRN01598,10113,Company Orientation,Orientation,2014-11-10,2014-11-14,78.19,2.39,Completed
LRN01599,10113,HR Policies and Benefits,Orientation,2014-11-11,2014-11-12,88.86,1.15,Completed
LRN01600,10113,Communication and Collaboration Tools,Orientation,2014-11-12,2014-11-16,95.76,2.26,Completed
LRN01601,10113,Department Process Training,Role-specific,2014-11-15,,,,Assigned
LRN01602,10113,Role Fundamentals,Role-specific,2014-11-17,,,,Overdue
LRN01603,10113,Role Tools and Systems,Role-specific,2014-11-18,2014-12-02,95.91,4.54,Completed
LRN01604,10092,Information Security Awareness,Compliance,2011-01-11,2011-01-22,78.13,2.18,Completed
LRN01605,10092,Data Privacy and Protection,Compliance,2011-01-12,2011-01-15,84.23,2.28,Completed
LRN01606,10092,Code of Conduct,Compliance,2011-01-10,2011-01-18,80.13,1.07,Completed
LRN01607,10092,Workplace Safety,Compliance,2011-01-11,,,,Overdue
LRN01608,10092,Company Orientation,Orientation,2011-01-10,,,,Assigned
LRN01609,10092,HR Policies and Benefits,Orientation,2011-01-11,2011-01-12,75.28,2.0,Completed
LRN01610,10092,Communication and Collaboration Tools,Orientation,2011-01-12,2011-01-18,94.61,3.66,Completed
LRN01611,10092,Department Process Training,Role-specific,2011-01-15,2011-01-21,77.82,3.3,Completed
LRN01612,10092,Role Fundamentals,Role-specific,2011-01-17,2011-02-03,84.92,6.04,Completed
LRN01613,10092,Role Tools and Systems,Role-specific,2011-01-18,2011-01-27,93.12,4.16,Completed
LRN01614,10106,Information Security Awareness,Compliance,2013-01-08,2013-01-18,86.08,2.9,Completed
LRN01615,10106,Data Privacy and Protection,Compliance,2013-01-09,2013-01-20,90.68,2.32,Completed
LRN01616,10106,Code of Conduct,Compliance,2013-01-07,2013-01-17,91.23,1.55,Completed
LRN01617,10106,Workplace Safety,Compliance,2013-01-08,2013-01-13,83.38,1.97,Completed
LRN01618,10106,Company Orientation,Orientation,2013-01-07,2013-01-13,89.84,3.19,Completed
LRN01619,10106,HR Policies and Benefits,Orientation,2013-01-08,2013-01-10,86.65,1.63,Completed
LRN01620,10106,Communication and Collaboration Tools,Orientation,2013-01-09,,,,In Progress
LRN01621,10106,Department Process Training,Role-specific,2013-01-12,2013-01-19,83.41,4.33,Completed
LRN01622,10106,Role Fundamentals,Role-specific,2013-01-14,2013-01-23,81.35,6.56,Completed
LRN01623,10106,Role Tools and Systems,Role-specific,2013-01-15,,,,Assigned
LRN01624,10052,Information Security Awareness,Compliance,2012-07-10,,,,In Progress
LRN01625,10052,Code of Conduct,Compliance,2012-07-09,2012-07-18,86.37,1.91,Completed
LRN01626,10052,Company Orientation,Orientation,2012-07-09,,61.53,,In Progress
LRN01627,10052,HR Policies and Benefits,Orientation,2012-07-10,,,,Overdue
LRN01628,10052,Communication and Collaboration Tools,Orientation,2012-07-11,2012-07-26,85.57,1.76,Completed
LRN01629,10052,Department Process Training,Role-specific,2012-07-14,2012-08-01,87.41,3.28,Completed
LRN01630,10052,Role Fundamentals,Role-specific,2012-07-16,2012-07-27,77.2,7.22,Completed
LRN01631,10052,Role Tools and Systems,Role-specific,2012-07-17,,,,Assigned
LRN01632,10052,Professional Development,Optional,2012-07-24,,,,In Progress
LRN01633,10038,Information Security Awareness,Compliance,2014-01-07,2014-01-15,84.49,3.56,Completed
LRN01634,10038,Data Privacy and Protection,Compliance,2014-01-08,2014-01-10,80.67,1.73,Completed
LRN01635,10038,Code of Conduct,Compliance,2014-01-06,2014-01-13,85.52,2.4,Completed
LRN01636,10038,Workplace Safety,Compliance,2014-01-07,2014-01-21,90.93,2.0,Completed
LRN01637,10038,Company Orientation,Orientation,2014-01-06,2014-01-09,77.64,2.55,Completed
LRN01638,10038,HR Policies and Benefits,Orientation,2014-01-07,2014-01-08,90.56,2.57,Completed
LRN01639,10038,Communication and Collaboration Tools,Orientation,2014-01-08,2014-01-22,86.57,1.91,Completed
LRN01640,10038,Department Process Training,Role-specific,2014-01-11,2014-01-18,88.02,3.62,Completed
LRN01641,10038,Role Fundamentals,Role-specific,2014-01-13,,,,Assigned
LRN01642,10038,Role Tools and Systems,Role-specific,2014-01-14,2014-01-17,72.79,4.29,Completed
LRN01643,10249,Information Security Awareness,Compliance,2012-04-03,2012-04-08,89.04,2.87,Completed
LRN01644,10249,Data Privacy and Protection,Compliance,2012-04-04,2012-04-10,82.5,2.21,Completed
LRN01645,10249,Code of Conduct,Compliance,2012-04-02,2012-04-09,95.57,1.77,Completed
LRN01646,10249,Workplace Safety,Compliance,2012-04-03,2012-04-04,93.41,1.21,Completed
LRN01647,10249,Company Orientation,Orientation,2012-04-02,,,,In Progress
LRN01648,10249,HR Policies and Benefits,Orientation,2012-04-03,2012-04-09,86.39,1.89,Completed
LRN01649,10249,Communication and Collaboration Tools,Orientation,2012-04-04,2012-04-18,83.51,2.93,Completed
LRN01650,10249,Department Process Training,Role-specific,2012-04-07,2012-04-13,100.0,3.5,Completed
LRN01651,10249,Role Fundamentals,Role-specific,2012-04-09,2012-04-18,78.94,6.4,Completed
LRN01652,10249,Role Tools and Systems,Role-specific,2012-04-10,,,,Assigned
LRN01653,10232,Information Security Awareness,Compliance,2016-10-03,2016-10-08,92.58,3.03,Completed
LRN01654,10232,Data Privacy and Protection,Compliance,2016-10-04,2016-10-16,100.0,2.42,Completed
LRN01655,10232,Code of Conduct,Compliance,2016-10-02,2016-10-08,85.22,1.93,Completed
LRN01656,10232,Workplace Safety,Compliance,2016-10-03,2016-10-13,97.83,2.31,Completed
LRN01657,10232,Company Orientation,Orientation,2016-10-02,,,,In Progress
LRN01658,10232,HR Policies and Benefits,Orientation,2016-10-03,2016-10-07,87.91,2.21,Completed
LRN01659,10232,Communication and Collaboration Tools,Orientation,2016-10-04,2016-10-08,89.98,2.77,Completed
LRN01660,10232,Department Process Training,Role-specific,2016-10-07,2016-10-15,73.94,2.4,Completed
LRN01661,10232,Role Fundamentals,Role-specific,2016-10-09,2016-10-18,79.98,7.05,Completed
LRN01662,10232,Role Tools and Systems,Role-specific,2016-10-10,2016-10-18,90.72,3.9,Completed
LRN01663,10087,Information Security Awareness,Compliance,2011-09-27,2011-10-06,82.48,3.49,Completed
LRN01664,10087,Data Privacy and Protection,Compliance,2011-09-28,2011-10-01,78.04,2.36,Completed
LRN01665,10087,Code of Conduct,Compliance,2011-09-26,2011-09-28,89.03,1.22,Completed
LRN01666,10087,Workplace Safety,Compliance,2011-09-27,2011-10-07,100.0,2.19,Completed
LRN01667,10087,Company Orientation,Orientation,2011-09-26,,,,Overdue
LRN01668,10087,HR Policies and Benefits,Orientation,2011-09-27,2011-10-06,100.0,2.04,Completed
LRN01669,10087,Communication and Collaboration Tools,Orientation,2011-09-28,2011-10-10,85.66,2.81,Completed
LRN01670,10087,Department Process Training,Role-specific,2011-10-01,2011-10-16,79.87,3.35,Completed
LRN01671,10087,Role Fundamentals,Role-specific,2011-10-03,,,,Assigned
LRN01672,10087,Role Tools and Systems,Role-specific,2011-10-04,2011-10-05,100.0,4.62,Completed
LRN01673,10087,Professional Development,Optional,2011-10-11,2011-10-20,96.81,5.71,Completed
LRN01674,10134,Information Security Awareness,Compliance,2016-01-06,,,,Overdue
LRN01675,10134,Data Privacy and Protection,Compliance,2016-01-07,2016-01-09,94.58,2.3,Completed
LRN01676,10134,Code of Conduct,Compliance,2016-01-05,,,,In Progress
LRN01677,10134,Workplace Safety,Compliance,2016-01-06,2016-01-08,91.56,1.39,Completed
LRN01678,10134,Company Orientation,Orientation,2016-01-05,2016-01-12,86.17,3.31,Completed
LRN01679,10134,HR Policies and Benefits,Orientation,2016-01-06,,73.27,,In Progress
LRN01680,10134,Communication and Collaboration Tools,Orientation,2016-01-07,2016-01-14,89.1,2.7,Completed
LRN01681,10134,Department Process Training,Role-specific,2016-01-10,2016-01-13,94.82,3.15,Completed
LRN01682,10134,Role Fundamentals,Role-specific,2016-01-12,2016-01-14,93.14,6.38,Completed
LRN01683,10134,Role Tools and Systems,Role-specific,2016-01-13,,,,In Progress
LRN01684,10251,Information Security Awareness,Compliance,2012-05-15,2012-05-20,80.65,1.91,Completed
LRN01685,10251,Data Privacy and Protection,Compliance,2012-05-16,2012-05-26,90.03,1.99,Completed
LRN01686,10251,Code of Conduct,Compliance,2012-05-14,2012-05-15,93.93,1.25,Completed
LRN01687,10251,Workplace Safety,Compliance,2012-05-15,2012-05-22,92.94,1.23,Completed
LRN01688,10251,Company Orientation,Orientation,2012-05-14,,,,Assigned
LRN01689,10251,HR Policies and Benefits,Orientation,2012-05-15,,,,Assigned
LRN01690,10251,Communication and Collaboration Tools,Orientation,2012-05-16,,,,Assigned
LRN01691,10251,Department Process Training,Role-specific,2012-05-19,2012-05-31,100.0,3.74,Completed
LRN01692,10251,Role Fundamentals,Role-specific,2012-05-21,2012-05-30,100.0,5.34,Completed
LRN01693,10251,Role Tools and Systems,Role-specific,2012-05-22,,,,Assigned
LRN01694,10251,Professional Development,Optional,2012-05-29,2012-06-20,92.0,5.31,Completed
LRN01695,10103,Information Security Awareness,Compliance,2012-05-01,2012-05-13,93.18,2.49,Completed
LRN01696,10103,Data Privacy and Protection,Compliance,2012-05-02,,,,Assigned
LRN01697,10103,Code of Conduct,Compliance,2012-04-30,2012-05-01,83.99,1.8,Completed
LRN01698,10103,Workplace Safety,Compliance,2012-05-01,2012-05-04,80.66,1.73,Completed
LRN01699,10103,Company Orientation,Orientation,2012-04-30,2012-05-08,95.17,1.87,Completed
LRN01700,10103,HR Policies and Benefits,Orientation,2012-05-01,2012-05-05,78.56,1.89,Completed
LRN01701,10103,Communication and Collaboration Tools,Orientation,2012-05-02,2012-05-12,73.05,2.09,Completed
LRN01702,10103,Department Process Training,Role-specific,2012-05-05,2012-05-13,90.97,4.35,Completed
LRN01703,10103,Role Fundamentals,Role-specific,2012-05-07,2012-05-10,95.41,3.88,Completed
LRN01704,10103,Role Tools and Systems,Role-specific,2012-05-08,,,,Assigned
LRN01705,10103,Professional Development,Optional,2012-05-15,,,,In Progress
LRN01706,10017,Information Security Awareness,Compliance,2013-10-01,2013-10-13,95.25,1.71,Completed
LRN01707,10017,Data Privacy and Protection,Compliance,2013-10-02,2013-10-04,90.04,2.31,Completed
LRN01708,10017,Code of Conduct,Compliance,2013-09-30,2013-10-10,81.72,1.78,Completed
LRN01709,10017,Workplace Safety,Compliance,2013-10-01,,,,Overdue
LRN01710,10017,Company Orientation,Orientation,2013-09-30,2013-10-08,93.67,2.37,Completed
LRN01711,10017,HR Policies and Benefits,Orientation,2013-10-01,2013-10-10,93.54,1.52,Completed
LRN01712,10017,Communication and Collaboration Tools,Orientation,2013-10-02,2013-10-07,91.72,2.19,Completed
LRN01713,10017,Department Process Training,Role-specific,2013-10-05,2013-10-21,86.79,4.81,Completed
LRN01714,10017,Role Fundamentals,Role-specific,2013-10-07,2013-10-21,88.52,4.7,Completed
LRN01715,10017,Role Tools and Systems,Role-specific,2013-10-08,2013-10-11,78.49,3.89,Completed
LRN01716,10186,Information Security Awareness,Compliance,2011-07-06,2011-07-16,85.95,1.84,Completed
LRN01717,10186,Data Privacy and Protection,Compliance,2011-07-07,2011-07-08,85.58,2.46,Completed
LRN01718,10186,Code of Conduct,Compliance,2011-07-05,2011-07-08,85.73,1.89,Completed
LRN01719,10186,Workplace Safety,Compliance,2011-07-06,2011-07-18,84.4,1.65,Completed
LRN01720,10186,Company Orientation,Orientation,2011-07-05,,,,In Progress
LRN01721,10186,HR Policies and Benefits,Orientation,2011-07-06,2011-07-07,71.15,2.51,Completed
LRN01722,10186,Communication and Collaboration Tools,Orientation,2011-07-07,2011-07-12,93.19,2.78,Completed
LRN01723,10186,Department Process Training,Role-specific,2011-07-10,2011-07-27,84.88,3.22,Completed
LRN01724,10186,Role Fundamentals,Role-specific,2011-07-12,2011-07-24,92.45,7.77,Completed
LRN01725,10186,Role Tools and Systems,Role-specific,2011-07-13,2011-07-22,83.62,4.07,Completed
LRN01726,10186,Professional Development,Optional,2011-07-20,,,,In Progress
LRN01727,10137,Information Security Awareness,Compliance,2013-07-09,2013-07-10,91.08,2.94,Completed
LRN01728,10137,Data Privacy and Protection,Compliance,2013-07-10,2013-07-22,81.74,2.01,Completed
LRN01729,10137,Code of Conduct,Compliance,2013-07-08,2013-07-11,92.46,1.74,Completed
LRN01730,10137,Workplace Safety,Compliance,2013-07-09,2013-07-23,78.11,1.71,Completed
LRN01731,10137,Company Orientation,Orientation,2013-07-08,2013-07-09,67.16,2.4,Completed
LRN01732,10137,HR Policies and Benefits,Orientation,2013-07-09,2013-07-14,88.82,1.76,Completed
LRN01733,10137,Communication and Collaboration Tools,Orientation,2013-07-10,2013-07-22,91.79,2.12,Completed
LRN01734,10137,Department Process Training,Role-specific,2013-07-13,2013-07-16,77.27,3.41,Completed
LRN01735,10137,Role Fundamentals,Role-specific,2013-07-15,2013-07-17,78.44,5.38,Completed
LRN01736,10137,Role Tools and Systems,Role-specific,2013-07-16,2013-07-20,89.41,4.86,Completed
LRN01737,10137,Professional Development,Optional,2013-07-23,2013-08-02,73.67,4.38,Completed
LRN01738,10008,Information Security Awareness,Compliance,2011-01-22,,,,Assigned
LRN01739,10008,Data Privacy and Protection,Compliance,2011-01-23,2011-02-04,78.1,2.27,Completed
LRN01740,10008,Code of Conduct,Compliance,2011-01-21,2011-01-27,79.55,1.75,Completed
LRN01741,10008,Workplace Safety,Compliance,2011-01-22,2011-02-02,89.64,2.09,Completed
LRN01742,10008,Company Orientation,Orientation,2011-01-21,2011-01-29,85.7,2.14,Completed
LRN01743,10008,HR Policies and Benefits,Orientation,2011-01-22,,,,In Progress
LRN01744,10008,Communication and Collaboration Tools,Orientation,2011-01-23,,,,Assigned
LRN01745,10008,Department Process Training,Role-specific,2011-01-26,2011-02-08,78.85,2.23,Completed
LRN01746,10008,Role Fundamentals,Role-specific,2011-01-28,2011-02-15,76.3,6.16,Completed
LRN01747,10008,Role Tools and Systems,Role-specific,2011-01-29,,,,Assigned
LRN01748,10008,Professional Development,Optional,2011-02-05,2011-02-28,85.48,6.67,Completed
LRN01749,10096,Information Security Awareness,Compliance,2013-07-09,2013-07-16,77.96,2.86,Completed
LRN01750,10096,Data Privacy and Protection,Compliance,2013-07-10,2013-07-22,80.94,1.93,Completed
LRN01751,10096,Code of Conduct,Compliance,2013-07-08,,,,Assigned
LRN01752,10096,Workplace Safety,Compliance,2013-07-09,2013-07-10,89.95,1.77,Completed
LRN01753,10096,Company Orientation,Orientation,2013-07-08,,,,Assigned
LRN01754,10096,HR Policies and Benefits,Orientation,2013-07-09,,,,In Progress
LRN01755,10096,Communication and Collaboration Tools,Orientation,2013-07-10,2013-07-19,75.41,2.11,Completed
LRN01756,10096,Department Process Training,Role-specific,2013-07-13,,55.87,,In Progress
LRN01757,10096,Role Fundamentals,Role-specific,2013-07-15,,,,In Progress
LRN01758,10096,Role Tools and Systems,Role-specific,2013-07-16,2013-08-04,83.25,3.09,Completed
LRN01759,10035,Information Security Awareness,Compliance,2013-08-20,,,,In Progress
LRN01760,10035,Data Privacy and Protection,Compliance,2013-08-21,,,,Overdue
LRN01761,10035,Code of Conduct,Compliance,2013-08-19,2013-08-26,89.1,1.65,Completed
LRN01762,10035,Workplace Safety,Compliance,2013-08-20,,,,Overdue
LRN01763,10035,Company Orientation,Orientation,2013-08-19,2013-08-21,81.58,2.58,Completed
LRN01764,10035,HR Policies and Benefits,Orientation,2013-08-20,2013-08-24,84.5,1.6,Completed
LRN01765,10035,Communication and Collaboration Tools,Orientation,2013-08-21,,,,Assigned
LRN01766,10035,Department Process Training,Role-specific,2013-08-24,2013-08-26,93.48,4.31,Completed
LRN01767,10035,Role Fundamentals,Role-specific,2013-08-26,2013-08-30,84.49,5.14,Completed
LRN01768,10035,Role Tools and Systems,Role-specific,2013-08-27,,,,Assigned
LRN01769,10035,Professional Development,Optional,2013-09-03,2013-09-10,99.52,6.34,Completed
LRN01770,10057,Information Security Awareness,Compliance,2015-02-17,2015-02-20,84.27,2.55,Completed
LRN01771,10057,Data Privacy and Protection,Compliance,2015-02-18,,,,Assigned
LRN01772,10057,Code of Conduct,Compliance,2015-02-16,2015-02-24,93.37,1.29,Completed
LRN01773,10057,Workplace Safety,Compliance,2015-02-17,,,,Overdue
LRN01774,10057,Company Orientation,Orientation,2015-02-16,,,,Overdue
LRN01775,10057,HR Policies and Benefits,Orientation,2015-02-17,,,,Overdue
LRN01776,10057,Communication and Collaboration Tools,Orientation,2015-02-18,2015-03-02,85.18,2.52,Completed
LRN01777,10057,Department Process Training,Role-specific,2015-02-21,2015-02-28,100.0,4.15,Completed
LRN01778,10057,Role Fundamentals,Role-specific,2015-02-23,2015-03-05,82.12,7.47,Completed
LRN01779,10057,Role Tools and Systems,Role-specific,2015-02-24,,,,Assigned
LRN01780,10004,Information Security Awareness,Compliance,2011-11-08,2011-11-11,91.39,3.46,Completed
LRN01781,10004,Data Privacy and Protection,Compliance,2011-11-09,2011-11-19,63.82,2.38,Completed
LRN01782,10004,Code of Conduct,Compliance,2011-11-07,,,,Assigned
LRN01783,10004,Workplace Safety,Compliance,2011-11-08,2011-11-13,89.57,2.46,Completed
