ticket_id,employee_id,created_date,issue_category,priority,resolution_time_hours,assigned_team,status
TKT00624,10213,2011-12-19 13:24:00,Other,Medium,13.47,IT Service Desk,Resolved
TKT00625,10288,2012-03-15 13:11:00,Hardware,High,12.53,IT Service Desk,Resolved
TKT00626,10288,2012-03-08 11:39:00,HR policy,Low,32.01,People Operations,Resolved
TKT00627,10288,2012-03-14 11:13:00,Hardware,Medium,21.0,Endpoint Support,Closed
TKT00628,10288,2012-03-16 15:41:00,Hardware,Medium,45.9,Endpoint Support,Resolved
TKT00629,10025,2013-06-04 12:36:00,Payroll,Medium,,HR Support,In Progress
TKT00630,10025,2013-06-03 14:19:00,Other,Medium,25.63,HR Support,Resolved
TKT00631,10025,2013-05-14 09:00:00,Payroll,High,11.27,HR Support,Resolved
TKT00632,10223,2012-01-14 10:13:00,Learning,Medium,7.97,Learning & Development,Resolved
TKT00633,10223,2012-01-19 16:49:00,Other,Low,,HR Support,Open
TKT00634,10151,2015-02-18 13:42:00,Access,Medium,10.55,IT Access Management,Resolved
TKT00635,10151,2015-03-01 12:08:00,Access,High,16.85,IT Service Desk,Resolved
TKT00636,10254,2013-05-14 13:35:00,Hardware,Low,46.65,Endpoint Support,Resolved
TKT00637,10254,2013-05-03 16:10:00,Hardware,Medium,30.28,Endpoint Support,Resolved
TKT00638,10120,2013-06-20 11:27:00,Learning,Critical,1.82,Learning & Development,Resolved
TKT00639,10120,2013-06-20 17:51:00,HR policy,Medium,13.76,People Operations,Resolved
TKT00640,10120,2013-05-23 12:51:00,Learning,Medium,11.53,Learning & Development,Resolved
TKT00641,10120,2013-06-10 15:45:00,Access,High,8.73,IT Service Desk,Resolved
TKT00642,10216,2013-08-02 11:06:00,HR policy,Medium,14.0,HR Support,Resolved
TKT00643,10079,2017-02-26 16:58:00,Hardware,Low,29.56,Endpoint Support,Resolved
TKT00644,10079,2017-03-10 08:33:00,Learning,Medium,,Learning & Development,In Progress
TKT00645,10079,2017-02-13 16:46:00,Learning,High,9.28,Learning & Development,Resolved
TKT00646,10079,2017-03-03 14:13:00,Access,Low,42.61,IT Access Management,Resolved
TKT00647,10079,2017-02-13 11:58:00,Hardware,High,8.28,Endpoint Support,Resolved
TKT00648,10079,2017-03-15 13:21:00,HR policy,Medium,8.0,People Operations,Resolved
TKT00649,10215,2011-10-04 14:00:00,Access,Medium,13.59,IT Access Management,Resolved
TKT00650,10215,2011-10-07 14:20:00,Access,High,6.3,IT Service Desk,Resolved
TKT00651,10215,2011-10-22 15:36:00,Other,Medium,14.52,IT Service Desk,Resolved
TKT00652,10215,2011-10-26 12:16:00,Other,Medium,18.58,IT Service Desk,Resolved
TKT00653,10215,2011-10-03 10:27:00,Access,Low,24.45,IT Service Desk,Resolved
TKT00654,10185,2013-04-07 17:45:00,Access,Medium,16.19,IT Access Management,Resolved
TKT00655,10037,2013-04-05 12:28:00,Access,Medium,16.47,IT Service Desk,Resolved
TKT00656,10042,2013-08-10 09:23:00,HR policy,Medium,11.52,HR Support,Resolved
TKT00657,10042,2013-07-22 17:15:00,Access,Medium,15.61,IT Service Desk,Resolved
TKT00658,10042,2013-08-09 16:05:00,Access,Low,17.71,IT Service Desk,Resolved
TKT00659,10042,2013-08-17 17:36:00,Learning,Medium,17.34,HR Support,Resolved
TKT00660,10206,2013-08-17 09:55:00,Hardware,Medium,,Endpoint Support,In Progress
TKT00661,10206,2013-08-16 16:24:00,Learning,Medium,19.39,Learning & Development,Resolved
TKT00662,10206,2013-08-10 15:57:00,Access,Medium,,IT Service Desk,Open
TKT00663,10206,2013-08-13 09:10:00,Access,Medium,6.92,IT Access Management,Resolved
TKT00664,10206,2013-07-28 13:51:00,Hardware,Medium,22.72,IT Service Desk,Closed
TKT00665,10104,2014-12-14 15:31:00,HR policy,Low,80.87,HR Support,Resolved
TKT00666,10104,2014-11-22 11:25:00,Access,Medium,17.02,IT Access Management,Resolved
TKT00667,10303,2014-05-05 11:29:00,Hardware,Medium,21.24,IT Service Desk,Closed
TKT00668,10078,2012-06-03 09:20:00,Other,Medium,12.06,IT Service Desk,Closed
TKT00669,10121,2013-10-28 16:42:00,Access,Medium,6.65,IT Access Management,Resolved
TKT00670,10121,2013-10-30 15:12:00,Learning,High,5.73,HR Support,Closed
TKT00671,10121,2013-10-13 17:37:00,Other,Medium,13.58,HR Support,Resolved
TKT00672,10121,2013-10-03 16:08:00,HR policy,High,7.86,HR Support,Closed
TKT00673,10121,2013-10-02 16:01:00,Learning,Low,,Learning & Development,Open
TKT00674,10281,2014-03-21 17:47:00,Access,Low,30.07,IT Access Management,Resolved
TKT00675,10281,2014-03-07 12:17:00,Access,Medium,8.22,IT Access Management,Resolved
TKT00676,10281,2014-03-08 14:24:00,Hardware,Medium,20.43,IT Service Desk,Resolved
TKT00677,10281,2014-02-28 10:37:00,HR policy,Low,51.08,HR Support,Resolved
TKT00678,10041,2015-02-09 14:19:00,Access,Low,54.83,IT Service Desk,Closed
TKT00679,10041,2015-01-25 09:02:00,Other,Medium,12.9,IT Service Desk,Resolved
TKT00680,10005,2011-12-10 10:05:00,Hardware,High,14.97,Endpoint Support,Resolved
TKT00681,10005,2011-11-24 16:09:00,Access,Medium,,IT Access Management,In Progress
TKT00682,10005,2011-12-15 12:21:00,Access,Medium,16.36,IT Service Desk,Resolved
TKT00683,10005,2011-12-18 09:57:00,Learning,Medium,17.23,HR Support,Resolved
TKT00684,10005,2011-11-09 14:41:00,Access,Low,40.34,IT Service Desk,Resolved
TKT00685,10005,2011-11-13 15:27:00,Learning,Medium,13.89,Learning & Development,Resolved
TKT00686,10259,2014-12-10 08:27:00,Access,Medium,,IT Access Management,Open
TKT00687,10259,2014-12-19 11:56:00,Access,High,,IT Service Desk,In Progress
TKT00688,10286,2011-01-20 16:19:00,HR policy,High,12.49,HR Support,Resolved
TKT00689,10286,2011-02-04 10:50:00,Access,Medium,16.1,IT Service Desk,Resolved
TKT00690,10286,2011-01-26 08:10:00,Other,Medium,29.38,IT Service Desk,Closed
TKT00691,10297,2011-07-27 09:26:00,Access,Medium,7.82,IT Service Desk,Resolved
TKT00692,10297,2011-07-17 16:54:00,HR policy,Medium,16.39,People Operations,Resolved
TKT00693,10297,2011-07-26 16:48:00,Hardware,Medium,27.05,Endpoint Support,Closed
TKT00694,10171,2011-06-12 12:35:00,Payroll,Medium,39.85,Payroll Support,Resolved
TKT00695,10171,2011-05-22 12:53:00,HR policy,Low,12.24,HR Support,Resolved
TKT00696,10171,2011-06-25 16:18:00,HR policy,Medium,13.17,HR Support,Resolved
TKT00697,10032,2011-05-27 14:39:00,Other,Low,28.99,IT Service Desk,Resolved
TKT00698,10032,2011-06-16 13:20:00,Access,Medium,27.32,IT Access Management,Resolved
TKT00699,10032,2011-06-24 15:45:00,HR policy,Medium,11.52,People Operations,Resolved
TKT00700,10032,2011-06-05 17:12:00,HR policy,Medium,22.36,People Operations,Resolved
TKT00701,10130,2010-12-06 08:24:00,HR policy,Medium,14.89,HR Support,Resolved
TKT00702,10130,2010-11-14 17:31:00,Other,Medium,11.17,HR Support,Resolved
TKT00703,10130,2010-11-26 14:02:00,Hardware,Medium,21.24,IT Service Desk,Resolved
TKT00704,10217,2012-04-27 14:09:00,Hardware,Low,64.03,Endpoint Support,Resolved
TKT00705,10217,2012-04-04 14:18:00,Learning,Medium,11.53,Learning & Development,Resolved
TKT00706,10217,2012-04-21 14:30:00,Access,Medium,9.33,IT Service Desk,Resolved
TKT00707,10217,2012-05-08 14:47:00,Hardware,Medium,48.56,Endpoint Support,Resolved
TKT00708,10016,2014-11-16 12:44:00,Other,Medium,24.01,HR Support,Resolved
TKT00709,10050,2011-07-07 10:59:00,Access,Medium,18.69,IT Access Management,Closed
TKT00710,10050,2011-08-02 13:52:00,Learning,Medium,15.29,HR Support,Resolved
TKT00711,10050,2011-08-19 13:17:00,Access,Medium,24.05,IT Access Management,Closed
TKT00712,10050,2011-07-31 16:25:00,Access,Low,20.31,IT Access Management,Resolved
TKT00713,10050,2011-07-16 13:05:00,Other,Medium,34.48,IT Service Desk,Closed
TKT00714,10164,2007-11-07 17:45:00,Access,Medium,13.88,IT Service Desk,Resolved
TKT00715,10164,2007-12-03 14:32:00,Access,Medium,,IT Access Management,Open
TKT00716,10164,2007-11-09 12:11:00,HR policy,High,,HR Support,Open
TKT00717,10124,2012-02-14 15:52:00,Other,Medium,21.48,IT Service Desk,Resolved
TKT00718,10124,2012-02-05 16:08:00,Access,High,15.4,IT Access Management,Resolved
TKT00719,10124,2012-02-08 08:54:00,HR policy,Medium,11.56,People Operations,Closed
TKT00720,10187,2011-06-03 17:02:00,Other,Low,28.64,HR Support,Resolved
TKT00721,10187,2011-05-19 11:36:00,Learning,Low,11.24,Learning & Development,Resolved
TKT00722,10225,2014-02-13 14:38:00,Hardware,Medium,26.91,IT Service Desk,Closed
TKT00723,10225,2014-01-30 11:13:00,Access,Low,22.9,IT Service Desk,Closed
TKT00724,10225,2014-01-23 17:51:00,Access,Medium,11.55,IT Access Management,Closed
TKT00725,10225,2014-02-15 17:48:00,Learning,High,8.39,Learning & Development,Resolved
TKT00726,10262,2012-10-24 13:36:00,HR policy,Medium,14.33,People Operations,Resolved
TKT00727,10131,2011-02-24 14:40:00,Payroll,Medium,23.97,HR Support,Resolved
TKT00728,10131,2011-03-08 11:18:00,Access,Medium,8.1,IT Service Desk,Closed
TKT00729,10131,2011-03-09 12:09:00,Access,Medium,13.83,IT Access Management,Resolved
TKT00730,10131,2011-04-02 10:49:00,HR policy,Medium,9.57,HR Support,Resolved
TKT00731,10131,2011-03-16 16:28:00,Other,Low,19.17,HR Support,Resolved
TKT00732,10131,2011-02-27 12:06:00,Payroll,High,2.35,Payroll Support,Resolved
TKT00733,10131,2011-04-07 16:51:00,Learning,Low,19.49,HR Support,Resolved
TKT00734,10239,2016-10-15 14:41:00,Access,Medium,8.88,IT Access Management,Resolved
TKT00735,10239,2016-10-07 10:11:00,HR policy,Medium,5.46,HR Support,Resolved
TKT00736,10239,2016-10-07 12:32:00,Access,Low,34.1,IT Access Management,Closed
TKT00737,10152,2011-10-30 16:57:00,Access,High,8.02,IT Service Desk,Resolved
TKT00738,10152,2011-09-27 14:46:00,Learning,Low,30.1,HR Support,Closed
TKT00739,10152,2011-10-20 08:42:00,Learning,Medium,13.74,Learning & Development,Resolved
TKT00740,10152,2011-10-24 13:17:00,HR policy,Low,,People Operations,In Progress
TKT00741,10152,2011-10-21 10:37:00,Payroll,Medium,19.32,HR Support,Closed
TKT00742,10152,2011-10-09 13:27:00,Learning,Low,29.74,Learning & Development,Closed
TKT00743,10140,2014-06-20 11:35:00,Access,Medium,11.43,IT Service Desk,Resolved
TKT00744,10140,2014-06-11 17:50:00,Hardware,Medium,23.47,IT Service Desk,Resolved
TKT00745,10140,2014-06-02 10:10:00,Access,Medium,19.98,IT Service Desk,Resolved
TKT00746,10140,2014-06-01 13:27:00,Hardware,Low,39.87,Endpoint Support,Resolved
TKT00747,10058,2011-06-07 09:18:00,Access,Medium,13.59,IT Service Desk,Resolved
TKT00748,10058,2011-06-12 15:17:00,HR policy,Low,8.62,HR Support,Resolved
TKT00749,10058,2011-05-26 14:45:00,Other,Medium,15.87,HR Support,Resolved
TKT00750,10058,2011-05-27 16:36:00,Payroll,Medium,27.91,HR Support,Resolved
TKT00751,10011,2012-01-08 17:34:00,Other,Medium,32.53,IT Service Desk,Resolved
TKT00752,10011,2011-12-21 12:04:00,Learning,Medium,10.96,Learning & Development,Resolved
TKT00753,10011,2011-12-28 17:51:00,Hardware,Medium,28.98,Endpoint Support,Closed
TKT00754,10224,2011-08-08 15:56:00,Learning,Critical,2.35,HR Support,Closed
TKT00755,10224,2011-07-09 16:47:00,Learning,Low,,Learning & Development,In Progress
TKT00756,10224,2011-07-21 08:27:00,Access,Low,46.06,IT Service Desk,Resolved
TKT00757,10224,2011-07-12 10:44:00,Other,Medium,18.42,IT Service Desk,Resolved
TKT00758,10047,2011-01-29 09:32:00,Payroll,High,10.52,HR Support,Resolved
TKT00759,10047,2011-02-09 13:14:00,Access,High,8.82,IT Access Management,Resolved
TKT00760,10047,2011-01-28 16:19:00,Access,High,4.08,IT Service Desk,Resolved
TKT00761,10047,2011-01-25 17:04:00,Access,Low,19.77,IT Service Desk,Resolved
TKT00762,10047,2011-02-07 14:21:00,Payroll,Low,48.87,HR Support,Closed
TKT00763,10285,2011-02-01 09:14:00,Learning,Medium,10.09,Learning & Development,Closed
TKT00764,10285,2011-01-16 14:10:00,HR policy,Medium,15.27,People Operations,Resolved
TKT00765,10020,2013-08-15 15:25:00,Learning,High,,Learning & Development,In Progress
TKT00766,10020,2013-08-20 14:36:00,Hardware,Medium,53.66,IT Service Desk,Resolved
TKT00767,10162,2015-02-18 13:21:00,Access,Medium,11.56,IT Service Desk,Resolved
TKT00768,10162,2015-04-01 08:56:00,Access,Low,25.11,IT Access Management,Resolved
TKT00769,10162,2015-02-28 10:19:00,Learning,Low,,HR Support,In Progress
TKT00770,10149,2015-02-03 10:36:00,Access,Medium,22.89,IT Access Management,Closed
TKT00771,10149,2015-02-09 16:17:00,Learning,Medium,17.33,HR Support,Resolved
TKT00772,10149,2015-01-25 13:02:00,Access,Low,,IT Service Desk,In Progress
TKT00773,10086,2017-01-07 14:39:00,Hardware,Medium,20.21,Endpoint Support,Resolved
TKT00774,10086,2017-02-21 13:42:00,Hardware,Medium,32.18,IT Service Desk,Resolved
TKT00775,10086,2017-01-24 16:37:00,Payroll,Low,84.5,Payroll Support,Closed
TKT00776,10086,2017-02-04 15:36:00,Access,High,10.68,IT Access Management,Resolved
TKT00777,10086,2017-01-11 12:28:00,Access,Low,66.09,IT Access Management,Resolved
TKT00778,10054,2014-01-09 10:55:00,Hardware,High,15.02,IT Service Desk,Resolved
TKT00779,10054,2014-01-13 14:32:00,Access,Medium,10.5,IT Service Desk,Resolved
TKT00780,10054,2014-01-18 13:02:00,Access,Medium,40.85,IT Service Desk,Resolved
TKT00781,10054,2014-01-26 12:26:00,Hardware,High,14.12,Endpoint Support,Resolved
TKT00782,10054,2014-01-10 08:37:00,Hardware,Medium,20.52,IT Service Desk,Closed
TKT00783,10054,2014-01-14 12:02:00,HR policy,Medium,19.91,HR Support,Resolved
TKT00784,10065,2011-04-17 17:34:00,Hardware,Medium,48.57,Endpoint Support,Resolved
TKT00785,10065,2011-05-14 12:08:00,Access,Low,32.18,IT Service Desk,Closed
TKT00786,10065,2011-04-11 16:28:00,Access,Low,42.38,IT Service Desk,Resolved
TKT00787,10065,2011-04-05 08:02:00,Payroll,Medium,26.94,HR Support,Resolved
TKT00788,10198,2013-02-10 08:59:00,Hardware,Medium,16.77,Endpoint Support,Resolved
TKT00789,10222,2012-02-07 15:16:00,Learning,High,4.79,Learning & Development,Resolved
TKT00790,10222,2012-01-12 14:26:00,Access,Medium,14.06,IT Access Management,Closed
TKT00791,10222,2012-02-21 16:09:00,Learning,Medium,11.62,Learning & Development,Resolved
TKT00792,10222,2012-02-07 14:59:00,Hardware,Medium,45.89,IT Service Desk,Closed
TKT00793,10222,2012-01-17 16:50:00,Payroll,Medium,15.29,HR Support,Resolved
TKT00794,10222,2012-02-16 15:52:00,Hardware,Medium,22.74,IT Service Desk,Resolved
TKT00795,10126,2012-11-27 15:41:00,Learning,Medium,,Learning & Development,In Progress
TKT00796,10126,2012-12-10 10:53:00,Hardware,Medium,,IT Service Desk,In Progress
TKT00797,10126,2012-11-26 13:20:00,Payroll,Medium,21.0,Payroll Support,Resolved
TKT00798,10126,2012-12-03 12:14:00,Hardware,Medium,25.71,IT Service Desk,Closed
TKT00799,10126,2012-12-19 11:42:00,Access,Medium,14.23,IT Access Management,Resolved
TKT00800,10126,2012-12-12 12:30:00,Access,High,7.27,IT Access Management,Resolved
TKT00801,10295,2016-07-23 09:32:00,Access,Medium,36.55,IT Access Management,Resolved
TKT00802,10295,2016-08-09 12:09:00,Learning,Medium,11.65,Learning & Development,Closed
TKT00803,10295,2016-07-07 13:09:00,Access,Medium,,IT Service Desk,In Progress
TKT00804,10295,2016-08-02 09:12:00,Access,Low,35.99,IT Service Desk,Closed
TKT00805,10295,2016-08-15 09:05:00,Payroll,Low,23.05,HR Support,Closed
TKT00806,10260,2009-01-10 12:55:00,Hardware,Medium,10.84,IT Service Desk,Resolved
TKT00807,10260,2009-02-01 14:23:00,Other,Medium,37.74,IT Service Desk,Resolved
TKT00808,10260,2009-02-06 17:37:00,Hardware,High,13.62,Endpoint Support,Resolved
TKT00809,10260,2009-01-26 08:41:00,HR policy,Medium,9.85,People Operations,Resolved
TKT00810,10260,2009-01-17 14:59:00,Access,Medium,16.94,IT Access Management,Closed
TKT00811,10233,2010-09-10 16:44:00,Learning,High,5.57,Learning & Development,Closed
TKT00812,10233,2010-09-30 13:34:00,Other,Low,37.39,IT Service Desk,Closed
TKT00813,10233,2010-09-14 14:45:00,Access,Medium,23.95,IT Service Desk,Closed
TKT00814,10233,2010-10-10 10:00:00,Other,Low,,HR Support,Open
TKT00815,10229,2015-01-25 10:28:00,Access,Medium,19.22,IT Service Desk,Resolved
TKT00816,10229,2015-01-29 16:55:00,Payroll,Low,,Payroll Support,In Progress
TKT00817,10229,2015-02-01 16:34:00,Access,Medium,21.62,IT Service Desk,Resolved
TKT00818,10169,2014-10-01 17:14:00,Hardware,Low,73.02,IT Service Desk,Resolved
TKT00819,10169,2014-10-12 10:01:00,Other,Medium,15.4,IT Service Desk,Resolved
TKT00820,10169,2014-11-03 08:30:00,HR policy,Low,17.15,HR Support,Resolved
TKT00821,10071,2013-10-01 08:33:00,Learning,Medium,36.63,Learning & Development,Resolved
TKT00822,10071,2013-11-11 08:48:00,Learning,Medium,16.8,Learning & Development,Closed
TKT00823,10071,2013-10-10 09:27:00,Other,Medium,11.33,HR Support,Resolved
TKT00824,10071,2013-11-02 13:45:00,HR policy,Medium,17.61,People Operations,Closed
TKT00825,10071,2013-10-29 10:36:00,Payroll,Medium,32.42,Payroll Support,Resolved
TKT00826,10179,2014-10-01 17:51:00,Access,Medium,31.62,IT Access Management,Resolved
TKT00827,10179,2014-11-05 17:59:00,Hardware,Medium,23.99,IT Service Desk,Resolved
TKT00828,10179,2014-10-25 08:50:00,Hardware,Medium,40.49,IT Service Desk,Resolved
TKT00829,10179,2014-11-08 09:13:00,Access,Low,47.16,IT Service Desk,Resolved
TKT00830,10179,2014-10-07 09:10:00,Payroll,Low,69.54,Payroll Support,Resolved
TKT00831,10179,2014-10-12 13:48:00,Access,Medium,12.01,IT Access Management,Resolved
TKT00832,10091,2013-09-16 16:38:00,Access,Medium,52.04,IT Access Management,Resolved
TKT00833,10091,2013-09-24 08:23:00,HR policy,Low,10.47,People Operations,Closed
TKT00834,10091,2013-08-23 08:00:00,HR policy,Low,,HR Support,In Progress
TKT00835,10091,2013-09-18 13:59:00,Hardware,Medium,26.18,Endpoint Support,Resolved
TKT00836,10178,2015-02-07 15:47:00,Access,Medium,31.09,IT Access Management,Resolved
TKT00837,10178,2015-01-19 14:30:00,Hardware,Medium,28.19,IT Service Desk,Closed
TKT00838,10178,2015-02-03 08:06:00,Other,Medium,8.33,IT Service Desk,Closed
TKT00839,10178,2015-01-15 11:21:00,Learning,High,9.8,Learning & Development,Closed
TKT00840,10178,2015-02-09 08:11:00,Hardware,High,14.21,Endpoint Support,Resolved
TKT00841,10178,2015-01-10 12:43:00,Hardware,Medium,54.76,IT Service Desk,Resolved
TKT00842,10039,2015-05-28 12:09:00,Payroll,Low,30.27,HR Support,Closed
TKT00843,10039,2015-05-18 16:37:00,HR policy,High,3.44,People Operations,Resolved
TKT00844,10039,2015-05-18 11:25:00,Hardware,Low,40.46,IT Service Desk,Resolved
TKT00845,10039,2015-05-07 15:04:00,Access,High,12.7,IT Access Management,Resolved
TKT00846,10039,2015-05-05 14:58:00,Learning,Low,17.47,Learning & Development,Resolved
TKT00847,10095,2009-10-30 11:36:00,Access,Medium,13.25,IT Service Desk,Resolved
TKT00848,10095,2009-10-27 15:35:00,Access,Medium,12.11,IT Access Management,Resolved
TKT00849,10095,2009-11-14 16:14:00,Other,Low,22.79,HR Support,Resolved
TKT00850,10027,2014-11-09 12:54:00,Payroll,Medium,28.6,Payroll Support,Resolved
TKT00851,10027,2014-10-15 13:43:00,Payroll,Medium,46.08,HR Support,Resolved
TKT00852,10027,2014-10-02 13:05:00,HR policy,Medium,8.15,HR Support,Closed
TKT00853,10027,2014-10-14 08:42:00,Hardware,Medium,33.96,Endpoint Support,Resolved
TKT00854,10027,2014-10-04 13:57:00,Access,Medium,8.88,IT Service Desk,Resolved
TKT00855,10291,2014-05-22 09:43:00,Hardware,Low,29.14,Endpoint Support,Resolved
TKT00856,10291,2014-07-01 11:39:00,Access,High,8.71,IT Access Management,Resolved
TKT00857,10291,2014-06-20 08:38:00,Payroll,Medium,57.42,Payroll Support,Closed
TKT00858,10291,2014-05-29 15:58:00,HR policy,Medium,18.16,HR Support,Resolved
TKT00859,10291,2014-06-28 16:43:00,Other,Critical,6.66,HR Support,Closed
TKT00860,10291,2014-05-21 14:13:00,HR policy,Medium,27.98,HR Support,Resolved
TKT00861,10291,2014-06-13 15:27:00,Hardware,Low,65.06,IT Service Desk,Resolved
TKT00862,10291,2014-05-27 10:06:00,Hardware,Low,,IT Service Desk,In Progress
TKT00863,10153,2011-10-21 13:40:00,HR policy,Medium,26.07,HR Support,Resolved
TKT00864,10153,2011-11-08 08:53:00,Payroll,Medium,36.91,HR Support,Resolved
TKT00865,10153,2011-10-14 08:48:00,HR policy,High,,People Operations,In Progress
TKT00866,10153,2011-11-01 14:26:00,Access,Medium,12.45,IT Access Management,Resolved
TKT00867,10157,2013-12-20 14:31:00,Access,Medium,13.96,IT Access Management,Resolved
TKT00868,10157,2013-12-02 14:49:00,Hardware,Medium,21.29,Endpoint Support,Closed
TKT00869,10157,2013-11-21 14:34:00,Learning,Medium,13.69,HR Support,Closed
TKT00870,10157,2013-12-11 08:16:00,Hardware,Medium,23.29,Endpoint Support,Closed
TKT00871,10119,2011-06-14 11:02:00,Other,Low,42.72,HR Support,Closed
TKT00872,10119,2011-07-09 08:42:00,HR policy,High,13.0,People Operations,Resolved
TKT00873,10180,2016-08-11 15:58:00,Learning,High,12.9,HR Support,Resolved
TKT00874,10180,2016-07-29 12:43:00,Access,Medium,9.85,IT Service Desk,Resolved
TKT00875,10180,2016-07-13 11:20:00,Other,Medium,21.12,IT Service Desk,Resolved
TKT00876,10180,2016-07-24 16:10:00,Payroll,Medium,25.68,Payroll Support,Resolved
TKT00877,10302,2012-03-25 15:00:00,Access,High,,IT Access Management,In Progress
TKT00878,10302,2012-03-26 17:19:00,Access,Medium,18.11,IT Service Desk,Resolved
TKT00879,10302,2012-04-02 09:04:00,Access,High,4.58,IT Service Desk,Resolved
TKT00880,10090,2012-11-08 09:03:00,Hardware,Low,35.61,Endpoint Support,Resolved
TKT00881,10090,2012-10-20 15:44:00,Access,High,6.21,IT Service Desk,Resolved
TKT00882,10090,2012-10-27 13:59:00,Access,Critical,4.7,IT Access Management,Resolved
TKT00883,10090,2012-10-14 13:04:00,Payroll,Medium,21.7,HR Support,Closed
TKT00884,10090,2012-10-11 12:07:00,Access,Low,15.08,IT Access Management,Resolved
TKT00885,10090,2012-10-12 17:06:00,Other,Low,40.21,HR Support,Resolved
TKT00886,10090,2012-11-15 09:22:00,Other,Medium,16.93,HR Support,Resolved
TKT00887,10090,2012-10-26 11:59:00,Access,Low,12.53,IT Service Desk,Resolved
TKT00888,10030,2013-05-19 08:23:00,Access,High,6.2,IT Service Desk,Closed
TKT00889,10030,2013-06-14 08:39:00,Hardware,Low,37.96,IT Service Desk,Resolved
TKT00890,10030,2013-06-19 10:27:00,Hardware,Low,,Endpoint Support,In Progress
TKT00891,10030,2013-06-20 11:47:00,Learning,Low,24.58,Learning & Development,Resolved
TKT00892,10030,2013-05-18 09:58:00,Access,Medium,11.09,IT Service Desk,Resolved
TKT00893,10278,2011-01-25 16:15:00,Access,Medium,14.61,IT Service Desk,Resolved
TKT00894,10278,2011-02-24 13:09:00,HR policy,Low,,HR Support,In Progress
TKT00895,10278,2011-02-10 08:31:00,Payroll,High,9.26,HR Support,Closed
TKT00896,10278,2011-01-23 14:45:00,Access,Low,,IT Service Desk,In Progress
TKT00897,10307,2014-06-01 12:39:00,Hardware,Low,59.51,IT Service Desk,Resolved
TKT00898,10307,2014-06-03 10:16:00,Access,Low,52.03,IT Access Management,Resolved
TKT00899,10307,2014-05-16 15:51:00,Learning,Medium,15.82,Learning & Development,Resolved
TKT00900,10307,2014-05-21 13:04:00,HR policy,Critical,2.67,People Operations,Resolved
TKT00901,10147,2014-10-25 12:47:00,Hardware,High,6.95,Endpoint Support,Resolved
TKT00902,10147,2014-10-20 08:10:00,Payroll,Medium,19.08,Payroll Support,Closed
TKT00903,10147,2014-09-29 11:06:00,Hardware,Critical,,Endpoint Support,In Progress
TKT00904,10147,2014-11-06 12:23:00,Access,Medium,13.94,IT Access Management,Resolved
TKT00905,10266,2014-03-01 14:33:00,Payroll,Medium,15.64,Payroll Support,Closed
TKT00906,10266,2014-02-28 15:47:00,Other,Medium,18.34,HR Support,Resolved
TKT00907,10241,2010-11-11 15:56:00,Payroll,Medium,15.56,Payroll Support,Closed
TKT00908,10241,2010-10-29 17:16:00,HR policy,Low,52.08,HR Support,Resolved
TKT00909,10241,2010-10-20 14:42:00,Access,Low,34.1,IT Service Desk,Resolved
TKT00910,10241,2010-10-10 08:13:00,Other,Low,97.14,HR Support,Resolved
TKT00911,10241,2010-10-21 14:49:00,Hardware,High,10.71,IT Service Desk,Resolved
TKT00912,10241,2010-11-03 08:27:00,HR policy,Critical,2.47,People Operations,Closed
TKT00913,10158,2009-02-18 16:42:00,Hardware,Low,63.88,Endpoint Support,Closed
TKT00914,10158,2009-02-11 13:09:00,Access,Medium,10.12,IT Service Desk,Resolved
TKT00915,10158,2009-02-16 13:55:00,Hardware,Low,24.97,IT Service Desk,Resolved
TKT00916,10158,2009-01-24 14:32:00,Hardware,Medium,40.79,Endpoint Support,Closed
TKT00917,10158,2009-01-14 09:55:00,Access,High,9.01,IT Service Desk,Closed
TKT00918,10158,2009-01-16 11:12:00,Access,High,7.86,IT Service Desk,Resolved
TKT00919,10158,2009-02-08 08:04:00,Other,High,3.81,HR Support,Resolved
TKT00920,10158,2009-02-19 12:20:00,Other,Medium,14.13,HR Support,Resolved
TKT00921,10117,2015-02-02 11:18:00,Hardware,Low,53.25,IT Service Desk,Closed
TKT00922,10117,2015-01-14 08:43:00,Hardware,Medium,,IT Service Desk,In Progress
TKT00923,10209,2012-06-23 12:21:00,Access,Medium,18.14,IT Service Desk,Resolved
TKT00924,10209,2012-05-15 09:40:00,Hardware,Medium,27.26,Endpoint Support,Resolved
TKT00925,10209,2012-05-28 15:32:00,Access,Medium,15.2,IT Service Desk,Resolved
TKT00926,10209,2012-06-11 09:34:00,Access,Medium,15.43,IT Access Management,Resolved
TKT00927,10024,2014-08-11 15:53:00,Hardware,High,16.52,Endpoint Support,Resolved
TKT00928,10024,2014-07-27 17:54:00,Learning,Medium,10.89,HR Support,Closed
TKT00929,10173,2017-05-06 13:21:00,Hardware,Medium,,IT Service Desk,In Progress
TKT00930,10173,2017-04-30 15:25:00,Access,Low,16.25,IT Access Management,Resolved
TKT00931,10173,2017-04-20 09:12:00,Access,Medium,13.96,IT Service Desk,Closed
TKT00932,10221,2009-05-07 13:48:00,Payroll,High,6.3,HR Support,Resolved
TKT00933,10221,2009-06-01 10:44:00,Access,Low,32.05,IT Service Desk,Resolved
TKT00934,10221,2009-05-02 16:42:00,Access,Low,17.67,IT Service Desk,Resolved
TKT00935,10221,2009-05-19 09:44:00,Access,Low,,IT Access Management,Open
